,Unnamed: 0,ratings,reviews,label,label_t
86,86,5,집 앞 대리점가서 구입한 버드 만족스럽게 잘 사용하다가 갑자기 오른쪽만 신호가 아예 안 먹혀 급하게 AS센터에서 서비스 받아 안심하며 집와서 수업 듣기 위해 착용했는데 웬걸 멀쩡하던 왼쪽까지 신호가 안 잡히는 황당한 일이이럴거면 아침부터 서비스센터는 왜 쫓아간건지 좀 어의 없고 화가 났네요 다시 서비스센터 갈까하다가 당장 월욜부터 온라인 수업도 들어야해서 토요일밤 급하게 배송 빠르고 조금이라도 싸게 살 수 있는 사이트 훑어 보다가 자정 다 되어서 주문했는데 주말 빼고 2일 걸렸네요 월욜 하루종일 수업 듣느라 무선 쓰다가 유선 쓰니까 불편하다는 아들때문에 배송 늦을까 걱정했는데 빠른 배송에 감사 드립니다 저번 버즈는 화이트 색상이라 깔끔하고 무난해서 좋았었는데 이번에는 산뜻한 블루로 주문했어요 블루 색상 강추 합니다 화면으로 볼때는 좀 더 짙은 블루같아서 촌스러우면 어쩌나 걱정했는데 배송 온 거 보니 화면보다 밝은 블루라 이뻐서 아들도 좋이라 합니다 이번엔 고장없이 오래 잘 사용했으면 좋겄어요,1,0
91,91,5,다른 쇼핑몰에서 구매하려고 봤더니 핑크 색상이 품절이거나 너무 비싸게 팔아서 알아보다가 구매했는데 저렴하게 잘 구매한 것 같아요 후기에 연결이 잘 안되서 서비스센터 갔다는 후기가 있길래 걱정했는데 연결 안되길래 인터넷에 검색해보니 완전방전인 경우 안된다길래 완충시키고 연결안되는 쪽 케이스에 넣었다 뺏다 반복하면서 빨간불 뜰 때 충전 다시 시키니까 완충되서 문제 없이 연결 되었어요 서비스센터 안가도 집에서 간단하게 연결하기 쉬워서 저렴한 가격에 핑크색 버즈 구매해서 너무 좋아요?,1,0
94,94,4,사전 예약이라 빠른 배송을 받을 수 있지 않을까 했는데 거의 일주일 걸려서 오더라고요 처음에는 그 주 토요일 배송 완료였다가 수요일로 밀리고 이것만 기다렸는데 계속 늦어져서 속상했어요 막 쿠팡이나 11번가 최저가 가격도 떨어지고 거기가 더 빨리 온다는 말에 울기 직전이었던 기다리고 기다려서 제품 온 날 바로 열어서 가족들한테 다 자랑하고 다녔네요 요즘은 운동하러 나갈 때도 머리 귀 뒤로 다 넘기고 다닌답니다 나 버즈 플러스 블루다 자랑하고 다니는 중 버즈 귀 아프다는 분들 많아서 걱정 많이 했었는데 저는 아직 괜찮구요 블루 색상 너무 예쁘네요 케이스에 끼우면 자동으로 이어버드가 충전이 되어서 그런지 케이스 배터리 줄어드는 속도가 꽤 빠른 듯 한데 이건 원래 그런 건지 잘 모르겠더라고요 폰 고치러 삼성 서비스 센터 갈 때 한 번 물어보려고요 제품 색상이랑 기능은 다 좋은데 배송이 너무 늦어져서 별은 하나 뺄게요 ㅠㅠ 에어팟 프로는 가격 부담 너무 심하고 에어팟 2세대는 갤럭시 폰이 영상 볼 때 약간의 딜레이가 있을 거다 하고 갤럭시는 버즈지 하는 분들도 많고 버즈는 통화 품질이 거지라고 해서 플러스 존버했는데 존버는 성공인 것 같아요 블루 예뻐요 천년만년 함께 살자 내 버즈 ♡♡,1,0
95,95,3,버즈플러스를 기존에 사용하다가 분실로인해 재구매하게죄었는데요일단 부족한점으로는 기존에 쓰던것보다 블루투스 연결부부분이 조금 약합니다귀에 조금만 뭐가 닿아도 소리가 바로 끊기고 블루투스 사정거리도 전보다 조금 더 짧아졌습니다사실 교환할까 고민도했지만 당장 필요하기에 일단 불편을 조금 감수해볼까합니다제가 운이 안좋은듯하니 다른분들에게는 정상적인 제품이 가기를 바래요그래도함께 구매한 철방지용 스티커도 너무 예뻐서 있어요ㅎㅎ,1,0
100,100,3,2020 akg 적용이라고 적혀있길래 다른 버즈 플러스보다 더 좋은 건가 하고 여기서 샀는데무선이어폰잘모름 도착 후에 다른 사이트 다시 봤더니 다른 버즈 플러스랑 똑같더라구요 가격도 더 싼곳 얼마든지 찾을 수 있었는데 그냥 네이버 검색 첫번째로 나오기도 했고 급 빨리 쓰고 싶어서 여기서 샀어요처음 무선 이어폰 써보는데 생각보다 가벼워요 첫 무선 이어폰으로 괜찮을 것 같아요,1,0
102,102,5,2017년부터 에어팟 1세대를 써오다가 배터리 타임 때문에 버즈 플러스로 넘어왔습니다 현재 아이폰 xs와 갤럭시 탭s4를 사용중이구요 우선 버즈 플러스는 아이폰과 호환이 부족함 없이 잘됩니다 에어팟의 경우는 알림창에서만 배터리가 표시되지만 버즈는 알림창과 컨트롤 패널에서 둘다 배터리가 표시되며 갤럭시에서 쓰던 기능도 게임모드 이거 빼고는 그대로 다 됩니다 에어팟 1세대와 비교시 버즈가 페어링 속도도 좀 더 빠르구요 레이턴시는 에어팟이 더 짧습니다 다만 게임을 하지 않는다면 어차피 유튜브나 넷플릭스 같은 어플은 자동으로 보정되는 부분이니 걱정 안해도 될 것 같습니다 에어팟의 경우는 3년동안 열심히 써서 그런지 이제는 한시간 반만 돼도 배터리가 10퍼 남았다고 울립니다 에어팟으로 이미 충전 세번은 하고도 남았을 시간에도 80퍼 남아있는거 보고 진짜 전율 돋았습니다 배터리 타임 하나만 놓고 보더라도 정말 높은 점수 받을만합니다 사냥의 시간 에어팟 25번 충전하면서 봤습니다 착용시에  다만  또한 오픈형에서 오는 착용감도 에어팟이 더 낫습니다 에어팟도 음질이 충분히 괜찮지만 버즈플러스 이큐 잘 만져주면 에어팟보다 낫습니다특히  이건 좀 단점이라고 봅니다 톤플러스를 시작으로 블루투스 생활을 5년동안 해보니 제 입장에선 적당한 음질은 내준다면 배터리 타임이 가장 중요하더라구요 에어팟 배터리 타임이 짧아지는 것을 보면서 많이 절감하였습니다 버즈로 교체한 이유는 음질이나 호환 문제가 아니라 오직 배터리타임 때문이었습니다 그 부분에서 대만족이구요 세부 디테일 케이스 내부 플라스틱 재질 자성 세기 기본 폼팁 스타일 음악 나오는 부분 철망 짜임새와 재질에서 에어팟에 비해 어설프고 아쉽지만 갤럭시 버즈 시리즈 존버 해봐도 괜찮을것 같아요 13만원대에 이정도면 충분히 괜찮아요  도서관에서 오랫동안 음악을 감상하시거나 인강을 보시는 분 영화나 미드 몰아서3편 이상 많이 보시는 분  버즈 평소 1회 음악 감상이 두시간 이내 미드50분짜리 두편 정도로 보시는 분 에어팟 가셔도 좋습니다 ,1,0
106,106,4,나의 갤럭시버즈 플러스 BTS에디션차이팟만 쓰다가 첨으로 큰돈 질러서 산 보라돌이 버즈플입니다 보라색과 검정 하트가 너무 예쁘고 봐도봐도 역시 잘샀구나싶더라고요 왜 사람들이 예뻐서 지르는가싶었는데 내가 원하는것을 지른다는건 상상이상으로 뿌듯한 일이더라고요,1,0
111,111,5,전에쓰던 저가 이어폰보다 훨씬 좋긴하네요통화용으로 쓰는데 잡음도없고좋네요첨엔윙팁중으로썼는데 귀가아파서 뿔없는소형윙팁사용으로문제해결휴대폰 박살나서 일단 저가형 겔럭시a42쓰고있는데 빅스비지원안됨하지만 이어폰 길게눌러보니 구글어시스턴트지원되네요단점이라면 이어폰터치가 불편하네요쓰다보면적응되겠죠,1,0
112,112,4,실망했어요 별로에요 음질이 좋아졌다더니 qcy만도 못해요 사과랑은 비교도 안돼요 미세하게 지직거리는 잡음이 너무 심해요 카세트테이프듣는 기분이에요 귀에 잘 맞지도 않아서 자꾸 빠져요 삼성 버즈 시리즈 한 번 경험해본걸로 만족할래요 블루투스 연결은 빨라요,1,0
113,113,5,받자마자 연결했는데 저는 오른쪽이 연결이 안되더라구요ㅠㅠ버즈플러스가 이런경우가 많다고 미리알고있어서 크게 당황은 안했습니다케이스에 잘되는쪽만넣고 충전을 어느정도 해주고나서 잘되는쪽은 빼고 방전된쪽만 넣고 다시 충전을 진행해 주었어요 방전된쪽은 케이스에넣고 5초~30초 기다리다보면 금방 초록불로 바뀌더라구요 이러면 충전이 제대로 안되는거니까 계속 다시 넣어줘야돼요 한 20번은 시도 한거같아요 ㅠ 결국 충전성공하고 써보니 그뒤로는 정상작동 합니다~ 저도 다른분 후기나 블로그보고 찾은거라서 제글이 이해안되면 인터넷에서 찾아서 그대로 해보시면 될거같아요 ~,1,0
115,115,4,최근에 나온 제품 다 필요 없고 그냥 무조건 배터리 오래 갔으면 좋겠다 해서 구매했는데 그 부분은 만족스럽습니다 한번 착용하고 1시간 넘게 음악 들어도 배터리 90대 더라구요 그런데 짧게 음악 듣고 케이스에 넣어두면 배터리가 98여도 케이스 밧데리는 계속 써야하니까 케이스 배터리가 빨리 닳는 것 같아요 그리고 오래 착용하면 왼쪽 귀가 아픕니다 워낙 귀가 작아서 오픈형은 자꾸 빠지는지라 커널형 구매했는데 아픈건 어쩔 수 없더라구요 그리고 최근에 이어폰 고무 부분이 피부 트러블 염증을 유발한다는 얘기가 있어서 착용 하기가 좀 조심스러워지네요,1,0
120,120,5,무선 이어폰은 혁명이고 무조건 배터리가 길어야 좋습니다ㅜㅜㅜ그런 점에서 버즈 플러스는 최고입니다개인적으로 최근에 나온 버즈 라이브 정말 기대하고 기다렸는데 귀가 작아서 버즈라이브는 안 들어가더라구요그래서 그냥 버즈플러스 구입했는데 사용시간도 길고 누음바깥으로 독서실에서 이어폰 주로 쓰시는 분 귀가 작은 분은 오픈형으로 소리가 잘 새고 배터리 사용시간이 짧은 라이브보다는 버즈플러스 추천합니다 ,1,0
122,122,5,다괜찮은대 한쪽이 설정이안되서 검색해보니 버그걸려서그렇타고 되게하려면 센터가서 한쪽업대이트 시켜야함 거기서만됨 인터넷 검색한대 보니 20년 1월~3월까지 제조일은 한쪽이 켜지지도않는다고 꼭서비스센터 가서 시켜야한다고 나와있었음 그거빼고는 검나좋음 센터없댓 말고는 불편한거없음 진짜잘들리고 잘됨 잘쓰겠어요 이거 한번만 센터가면 안가도됨,1,0
126,126,5,무선쓰다보면 유선은 못쓰겠더라고요 음악감상을 주로 사용하고 가끔 드라마나 영화를 보는데 기존에 너무 잘 사용하던 ㅍㅅㄴ제품은 구매한지 오래되어 사용시간이 너무 짧아 ㅅㅋㅇ 제품을 구매했더니 불량이오고  귀찮게 접수해가며 교환받았더니 또 불량  성질만 버리고 역시 기계는 삼성이라며 구매하려던 찰나에 타임딜 떠서 저렴하게 구매했어요 수량이 금방 빠질까봐 마음이 급했는데 웬만하면 무선이어폰 하나씩은 갖고계시는지 생각보다 수량이 확확 빠지지는 않더라고요 신랑의 권유 강요로 블랙 먼저 구매했다가 영 마음에 안들어서 ㅋㅋㅋ 저는 블루로 추가구매했어요 타임딜가는 아이디당 한번씩만 적용되는것같더라고요 중고등학생때부터 이어폰을 많이 사용해서그런지 저는 30대 초반임에도 가는귀가 먹었어요 ㅋㅋㅋㅋㅋ 왜 그런분들 계시죠 못 들었는데 분위기상 들은척 할 수밖에 없는 ㅜㅜ 제가 그런데 주변소리듣기는 정말 신세계에요 ㅜㅜ 아마 보청기를 낀다면 이런 느낌이 아닐까싶을정도로 주변 소리가 너무 잘 들려요 ㅜㅜㅜㅜㅜ 물론 깔끔하게 들리지 않고 약간 기계음처럼 큰 소리는 살짝 지지직 거리는것처럼 들리기도하는데 실험실로 4단계까지 높였더니 못 알아듣는 말이 없어요 ㅜㅜ 마스크때문에 입모양도 알아보기 어려운 요즘이었는데 정말 최고에요 ㅜㅜ 팁은 SML 3개가 들어있고 기본은 M사이즈가 껴있는데 L로 바꾸니 케이스에 착하고 붙는 느낌이 덜한듯해서 다시 M사이즈로 바꿔 사용중이에요 핸드폰도 갤럭시라 등록하기 너무 편했고 보통 이어폰 잔량만 나왔다면   터치감도가 예민하다는 평이 종종 보였는데 터치부분을 건드리지 않고 잡을 수 있게 디자인되어 익숙해지면 그 부분도 신경쓰이지 않을것같아요  ㅅㅋㅇ제품 쓰면서 성질 다 버렸는데 다시 평온을 찾게되었어요 역시 기계는 삼성,1,0
129,129,5,벌써 한달 넘게 사용함음질은 괜찮은 편임이전 qcy 보단 좀더 깔끔하고 풍성한듯단 금액만큼 체감이 크진 않음벗 배터리 오래가고 사용하기가 너무 편함갤럭시 폰이랑 궁합도 잘 맞는듯작아서 휴대성도 좋고안좋은 평이 있어서 내심 걱정했는데기우였음누가 사도 되냐고 물어보면 저극추천 할듯늦은 감이 있지만 케이스 고르는 중ㅋ이만,1,0
134,134,5,장점2마넌대 쓰던사람 눈높이로1긴밧데리 재생시간2통화품질 좋음3음량조절 짱단점ㅡ아무래도 비싸다ㅋ오전에 주문해서 담날바로 수령했어요몇천원 더 싼곳도 있던데 후기가 안좋더라구요그래서 후기많고 검증된 이샵에서 구매했구요몰랐는데 저번에 남친생일선물도 동모델 블랙으로 이곳에서 주문했드라구요ㅋ한두달 전보단 쿠폰써서 몇천원더 싸게 샀네요2만원대제품 밧데리3시간짜리두개로 번갈아 들었는데그건 음량을 젤 작게해도 컸었는데 버즈는 조절되서 좋구요싸구려는 듣다가 저나오믄 통화상대가 잡음 많고 잘 안들린대서 블투를 끄고 통종료후 다시켜야하는게 엄청 짜증났는데 이젠 안그래두 되는게 넘 좋아요이틀째 사용중인데 막귀라 음질은 좋아졌나싶은정도ㅋㅋ,1,0
141,141,4,갤럭시 아이콘 쓰다가 못찾겠어서 프로랑 고민하다 질렀는데 박스 뜯고 바로 원래꺼 찾았다는 ㅜ 음질 좋다고 해서 기대했는데 개인적으로믄 아이콘 음질이 더 좋게 들려요 요건 좀 챙챙 된다고 해야하나 저는 이어폰은 음질 위주라 개인적으로 좀 별로네요ㅠㅠㅠ 착용감은 아이콘쓰다 쓰면 헐렁합니다 ㅜ 아쉽네요 디자인예뻐서 기대했는데 저는 커널형이 맞고 이번프로 디자인은 개인적으로 별로라 암튼 아이콘 가지고 계시는분들은 존버하셔도 좋을듯,1,0
148,148,5,살 계획이 없었는데 기존 사용하던 블루투스 이어폰을 잃어버리는 바람에ㅠㅠ 폰이 갤노트10이라서 같은 삼성으로 구매했구요 일단 배송이 빨라서 아주 좋았어요 그리고 갑자기 색상 변경을 해달라고 너무 늦게 말씀드려서 발송되었을 줄 알았는데 원하는 색으로 변경되어서 와서 기뻤어요 오자마자 사용해봤는데 오늘 바람이 심하게 불어서 그런가 외부음듣기하니까 바람 소음이 장난아니더라구요 귀에 착용감은 편했어요 음질도 맘에 들구요 개인적으로 흰색을 선호하지만 흰색하니까 눈에 띄질않아서 또 잃어버릴까봐 일부러 하늘색 선택했어요 핑크할까했는데 솔직히 지금 핑크는 너무 촌스러워요 골드핑크나 더 연한 스킨핑크 그런색상이 있으면 좋겠어요♡,1,0
151,151,5,너무너무너무 이쁩니다요오로지 음악영화보기로 사용할예정이라통화 음질 뭐그런건 신경쓰지않습니다이쁩니다ㅋ보통 이어폰 쓰다보면 귀가아파서잘못쓰는데 매우귀가 작아서 다른건 맞지도 않더라고요ㅠㅋㅋ,1,0
154,154,5,2월 13일 예약하고 14일 발송되서 다음날 받을줄 알았는데 주말빼고 3일 걸렸네요완충제로 감싸긴했는데 박스안 공간이 있어 움직이지만 다행히 상품에 문제없네요제품은 정말 좋고 내가 원하는 기능을 선택하고 바꿀수 있어서 편리하네요 또한 음질도 손색이 없고 외부소리를 들을수 있으니 편리합니다 다만 에어팟쓰다 버즈쓰니 꼽고 빼는게 어색하네요버즈플러스 정말 잘 산것 같아요,1,0
161,161,5,배송도 빠르고 제조일도 7월 제품으로 보내주셨어요 색상 고르느라 한참 걸렸는데 선물 받은 친구가 좋아하네요흰색은 때타는게 싫어서 블랙 선택알고는 있었지만 먼지 엄청 달라붙습니다 자석 붙듯이 잘 떨어지지도 않아요 유광 블랙이라 티도 많이 납니다,1,0
163,163,5,저는 일하면서 사용중이라 양쪽을 한꺼번에 쓰지않고한쪽씩 번갈아가면서 사용하는데요배터리 하루종일10시간충분 가고 다른쪽 또 사용하면 케이스 한번완충시 20시간 이상 거뜬하네요타사 대륙산저렴이는 한쪽 사용 배터리 다 쓰면 나머지한쪽도 사용못하는거여서 두개를사서 번갈아썼는데 진작 살걸 그랬네요~다만 착용시 귀가 좀 아프긴 합니다,1,0
164,164,5,깔끔한 디자인과 오래가는 배터리가 좋고 페어링이 빠르고 주변소리가 잘 들려요 너무 안들리면 사고위험이나 주변에서 말걸때 안들려서 전 잘들리는게 편하고 단점은 기본 사이즈가 있어서 끼면 티가 너무 나고 터치가 민감해서 조금만 스쳐도 일시정지 되는점이 불편했어요 사이즈가 작아 휴대하기 편할듯 하고 개인적으로 배달시 포장이 더 튼튼했으면 합니다 상자가 살짝 구겨져와서 철렁했어요 삼성센터가 집에서 40분 걸리는데 오자마자 가야할까봐요 다행히 상품은 괜찮은듯 합니다,1,0
166,166,5,기존에 사용하던 버즈를 업그레이드시키는 차원에서 버즈플러스 구매 전체적인 크기 형태 비슷 99일치하는듯 기존 버즈충전기에 버즈플러스 이어폰을 충전도 가능 음질은 조금 나은듯 통화품질은 확실히 좋아진듯 유광이라 번떡거리는 차이 빼고 외형적인 변화가 너무 없다 버즈이어폰을 꺼낼때 잘 잡히지않아 미끄러지는 경우가 있는데 개선이 안됐네요 외형이 같으니까 밧데리 성능은 확인 안해봤지만 종일 귀에 꽂고다니는 것이 아니다보니 안티노이즈 기능은 없는걸로 티비광고는 과장광고로 생각됨,1,0
167,167,4,처음에 연결하는데 계속 안 되길래 유튜브 찾아보고 이런 저런 방법을 시도해봤는데 다 안 되더라구요 불량인가 싶어서 너무 답답했는데 후기에 상품이 오랫동안 업데이트가 안되어서 블루투스 연결이 아예 안됐다는 글이 있더라구요ㅠ 그래서 서비스 센터가서 업데이트해왔습니다ㅠ 번거로웠지만 상품은 너무 예쁘네요 불편하다는 평이 있던데 저는 편하기만 합니다 잘 산 것 같아요,1,0
168,168,3,리뷰보고 과방전 이슈 걱정했는데역시나 있었어요받자마자 첫완충 후 사용하였는데왼쪽 이어폰 인식이 안되서 한창 인터넷 찾아보니 과방전이라고 겨우 해결했네요그 이후로 이틀 사용중인데 딱히 이상은 없어보여요저랑 비슷한 증상있으신 분들은인터넷에 버즈 과방전 검색해보시고 해결하시길,1,0
169,169,3,배송은 거의 이틀만에 왔고 29일밤주문121 도착 음질도 괜찮습니다다만 초반에 핸드폰과 이어폰이 연결이 아예 안돼서 연결은 됐다고 뜨는데 소리가 안들림 고객센터 세번 전화후 먼거리의 as센터까지 직접 다녀와야해서 체력정신력 소모가 컸습니다이어폰자체는 써보니 나쁘지 않고 가성비 좋습니다다만 서비스나 업데이트 문제 등등이 제대로 이루어지지 않은것같아 그 부분이 별로였습니다 괜히 발걸음하게 만드는 점이 특히요원래는 교환신청하려다가 다시 기다리고 그냥 제가 한번 더 발걸음하게 되었는데 진짜 다시 생각해도 기분이 저조해지네요 여튼 다들 뽑기 화이팅하시길업데이트 후에 보니 연결도 빨리 되는 편입니다,1,0
182,182,5,빠르고 안전한 배송 최근 날짜로 찍혀있는 제조일자 고장이거나 불량이 아닌 새제품 저렴한 가격 버즈 라이브랑 플러스 중에 고민하다가 아무리봐도 라이브의 메리트가 없는듯해서 플러스를 긴 고민끝에 샀습니다 플러스 구입을 희망하시는 분들은 걱정마시고 주문하셔도 좋을듯합니다 ,1,0
184,184,5,한달사용리뷰만 한달째 기다렸어요 ㅎㅎㅎ갤럭시 버즈이하 버즈에서 버즈 플러스이하 플러스로 갈아탔으니 두개 좀 비교해가며 리뷰를 적을게요1 노래 음질 기본 제공되는 이어팁이 아닌 한세트에 1000원 안되는 TB시리즈 메모리 폼팁을 쓰고 있습니다처음 이어폰을 꼈을 때 오~ 딱 이거였어요  쓰다보니 느낀점은버즈  플러스에 비해 저음이 강함플러스  버즈에 비해저 차이점은 취향에 따라 선택이 달라질꺼 같아요개인적인 견해로는  하지만 버즈를 쓸 때는 노래 첫 음에 음~역시하는 이 있었다면 플러스는 그 느낌이 없어요 개인의보니너무 강한건 또 싫어하지만요 음질은 좀 떨어져도 저음이 좀  35만원짜리 자브라 무선 이어폰도 가지고 있는데 버즈든 플러스든 음질은 당연 이 자브라에 비해서는 떨어집니다ㅎ2 베터리버즈에 비해 플러스가 확실하개 베터리 사용량이 길어졌어요 그리고 케이스 뚜껑을 열었을 때 갤럭시에서 케이스의 베터리 잔량을 알려주는데 이게 또 그렇게 편해요 버즈에서 케이스의 베터리 잔량은 쪼꼬만한 led등 초록 주황 빨강 이게 다였다보니 아차 싶으면 버즈 베터리도 동이나서 언제꺼질지 몰라 달달 떨었죠 근데  싶네요3 통화 품질플러스를 사고 싶었던 가장 큰 이유 중에 하나가 바로 이 통화 품질이었는데요 버즈를 사고 가장 게 통화 품질이었기 때문이죠 그래서 플러스를 사고나서 출퇴근길버스 안 지하철역 대로변 등에 일부러 통화를 더 자주 해 봤습니다 결론부터 말씀드리자면  버즈는 주변 소리 때문에 상대방아 내 목소리가 잘 안들렸다면 플러스은 주변소리도 그리고 내 목소리도 모두 크게 들린데요뭐 그래도 통화는 되는거니 아쉽긴 해도 쓰긴 씁니다만 역시나 바람이 많이 불거나차 안에서 에어컨 바람을 바로 맞는다거나 지하철이 역으로 들어오는 순간 같은 시끄러운 환경에서는 통화가 불가능한건 버즈나 플러스나 마찬가지 그래도 위에서 잠시 언급한 35만원짜라 4 기타 좋아진 점플러스에서는 버즈와 다른 몇가지 정점이자 기능이 있어요 일단 이어버드 가장자리 두번 두드리기 기능 버즈에서는 볼륨 조절 하려면 길게 누르기 기능으로 했었는데요 플러스는 길거 누르기 기능을 다른데 쓰고 저 두번 두드리기  그래서 괜히 귀만 두드리게 된다는 그리고 주변소리 듣기가 더 강화 됐어요 어느정도냐면 보청기를 끼는 정도까지는 아니어도 그 느낌은 느낄 수 있을 정도 ㅋㅋㅋ 원래 내 귀로 듣는 소리보다 더 크게 주변 소리를 들을 수 있어요 그개 뭔 필요가 있냐 하시는 분들도 있지만 버스에서 노래를 들으며 지금 도착할 역이 어디인지 듣는다거나 생각지도 못한곳에서 저는 잘 쓰는 기능입니다 ㅎㅎ버즈보다 플러스가 더 발전한건 맞아요 하지만 음질은 취향을 타게 될 것이구요 베터리는 플러스가 더 결론은 새로 사실 때는 당연 플러스를 사지만 버즈 있으신 분들은 다음 모델 출시 될 때까지 좀 더여기까지ㅎ잘 써보고 싶었는데 주저리 주저리 길어지기만 했네요 그럼 저는 이만 콩알을 한번 더 노려보며,1,0
186,186,5,판매자분이 삼성에서 직배송일 거라고 얘기하셔도 잘 이해가 안됐는데 정말 이런 소형가전도 일반 택배가 아닌 삼성 기사분이 제품 들고 집까지 오셨어요 덕분에 더 믿음직하고 안전하게 도착한 기분이 들어서 좋았고 버즈플러스 뽑기운이 있는 것 같은 글을 많이 봤는데 아주 잘 됩니다 제조일자가 2021년 3월이라 한달도 안된 제품인 걸 보고 놀랐어요 다만 배송은 코스트코를 거치다 보니 며칠 더 걸리는 건 감안해야 했습니다,1,0
193,193,4,저도 뽑기운이 없나봐요 오늘 받자마자 설레는 맘으로 연결을 했는데 한쪽 이어폰 연결이 안되는 불량품이더라구요ㅠ 네이버에 검색해보니 갤럭시버즈플러스 자체가 이런 문제가 많은가봐요 판매자는 해줄 수 있는게 없겠구나 싶었어요 서비스센터로 가야한다길래 짜증이 차오르던 찰나 친구가 과방전되면 연결불량이 생긴다는 얘기를 해주더라구요 그래서 연결시켜놓고 한참 기다리니까 충전이 되기 시작했어요 하마터면 서비스센터 가서 시간 날리고 이 무더위에 짜증날뻔 했는데 해결돼서 다행이에요ㅠㅠ 첨에 연결 안된다고 포기하지 마시고 충전기 꽂아두고 쭉 기다려보시거나 손으로 꾹 눌러서 압력을 주면 접촉이 된다는 얘기도 있으니 최대한 시도해보세요 서비스센터 가지 않고도 이 방법으로 해결한분들 꽤 많던데 이 제품 리뷰보니까 모르시고 서비스센터가는분들이 많은거 같아서 오지랖으로 길게 리뷰 남겨봅니다 한번 해결된 이후로는 계속 잘 연결된다고 하니 저도 그러길 바랄뿐이에요ㅠㅠ 되기 시작하는거 캡처해놨는데 네이버에서 직접 찍은 사진 아니라고 업로드 안되게 해놨네요아무튼 혹시 제 댓글 읽으시는 분들은 참고하시고 도움이 되셨으면 좋겠어요,1,0
194,194,5,처음으로 무선이어폰을 사용해봐서 많은 후기들을 봤고 연결이 잘 안돼서 고객센터를 갔다는 후기를 많이 봐서 걱정을 했었는데 바로 연결이 되었음3월인가 초반에 만든 제품이 불량이 있다는 걸 봐서 그게 올까 봐 걱정도 했는데 다행히 11월에 만든 제품이 옴결론은 다행히 잘 연결이 되었고 오래 잘 사용할 수 있겠다는 생각을 함,1,0
199,199,5,이어폰을 사용하다보니 불편해서 무선 이어폰을 알아보던중에 비즈플러스 성능기능이나 사용후기가 괜찮더라구요 그래서 큰마음 먹고 얼능 주문해서 받았는데 넘 기분이 좋았어요 저는 화이트고요 저희 신랑은 연한 블루 하늘색인데요 화이트는 화이트데로 하늘색은 하늘색데로 넘 예뻐서 색사에 한번 반했구요 또한번은 성능에 반했어요통화하면 성능도 좋구요영화나 음악 들을때 음질이 좋아요이어폰 사용하다가 ~~,1,0
